PWS ID,PWS Name,PWS Type Ascending,Primary Source,Counties Served,Cities Served,Population Served Count,Number of Facilities,Number of Violations,Number of Site Visits
UTAH28030,WONDERLAND INN AND RESTAURANT,Non-Transient non-community system,Ground water,Wayne,-,50,,,
UTAH12020,YOUNG LIVING FARMS,Non-Transient non-community system,Ground water,Juab,-,290,,,
UTAH18148,YOUNG OAK WATER CORP,Non-Transient non-community system,Ground water,Salt Lake,-,30,,,
UTAH23059,ZEKES INN,Non-Transient non-community system,Ground water,Tooele,TOOELE COUNTY,0,,,
UTAH13055,ZION MOUNTAIN RESORT,Non-Transient non-community system,Ground water,Kane,-,204,,,
UTAH03052,ZOLLINGER WAREHOUSE,Non-Transient non-community system,Ground water,Cache,-,250,,,
UTAH29039,ABBEY OF THE HOLY TRINITY,Transient non-community system,Groundwater under influence of surface water,Weber,-,34,,,
UT4902018,ACE RAYMOND CONSTRUCTION,Transient non-community system,Ground water,Cache,LOGAN,30,,,
UTAH14007,ADELAIDE CAMPGROUND,Transient non-community system,Ground water,Millard,-,150,,,
UTAH18062,ALBION BASIN CAMPGROUND,Transient non-community system,Ground water,Salt Lake,-,55,,,
UTAH14022,ALEX PEREA,Transient non-community system,Ground water,Millard,BAKER NEV,25,,,
UTAH18052,ALFS INN,Transient non-community system,Ground water,Salt Lake,-,340,,,
UTAH25039,ALTAMONT CAMPGROUND,Transient non-community system,Ground water,Utah,-,300,,,
UTAH25055,AMERICAN FORK BOAT HARBOR,Transient non-community system,Ground water,Utah,-,41,,,
UT4900263,AMERICAN FORK HIGHWAY R S,Transient non-community system,Surface water purchased,Utah,-,25,,,
UTAH25040,AMERICAN FORK RECREATION SITE,Transient non-community system,Ground water,Utah,-,960,,,
UTAH29084,AMERICAN LEGION POST 129,Transient non-community system,Ground water,Weber,-,100,,,
UT4901429,AMOCO,Transient non-community system,Ground water,Box Elder,OGDEN UTAH,30,,,
UTAH29033,ANDERSON COVE CAMPGROUND,Transient non-community system,Purchased ground water under influence of surface water source,Weber,-,320,,,
