PWS ID,PWS Name,PWS Type Ascending,Primary Source,Counties Served,Cities Served,Population Served Count,Number of Facilities,Number of Violations,Number of Site Visits
NE3120583,FOOD 4 LESS #7 (OMAHA),Transient non-community system,Ground water purchased,Douglas,OMAHA,25,,,
NE3120582,FOOD 4 LESS (LAVISTA),Transient non-community system,Ground water purchased,Sarpy,LAVISTA,25,,,
NE3120191,"FOREMAN FUELS, INC",Transient non-community system,Ground water,Hamilton,AURORA,725,,,
NE3150672,FORT HARTSUFF SHP - NG & PC,Transient non-community system,Ground water,Valley,BURWELL,45,,,
NE3120838,FORT KEARNEY SHP - NG & PC,Transient non-community system,Ground water,Kearney,KEARNEY,100,,,
NE3150368,FORT KEARNEY SRA - NG & PC,Transient non-community system,Ground water,Kearney,-,25,,,
NE3121438,FORT KEARNEY SRA-NG&PC (NON SEASONAL),Transient non-community system,Ground water,Kearney,-,25,,,
NE3150048,FORT KEARNEY TRADING POST,Transient non-community system,Ground water,Buffalo,GIBBON,25,,,
NE3150363,FORT KEARNY SHP,Transient non-community system,Ground water,Colfax,-,25,,,
NE3120949,FORT NIOBRARA NATIONAL WILDLIFE REFUGE,Transient non-community system,Ground water,Cherry,VALENTINE,25,,,
NE3150644,FORT ROBINSON COMPLEX,Transient non-community system,Ground water,Holt,-,25,,,
NE3150153,FORT ROBINSON STATE PARK - NG & PC,Transient non-community system,Ground water,Dawes,CRAWFORD,25,,,
NE3121298,FOSSIL FUELS,Transient non-community system,Ground water,Seward,MILFORD,25,,,
NE3120469,FOSTERS TAP,Transient non-community system,Ground water,Lancaster,PRINCETON,26,,,
NE3150689,FOUR CORNERS TAVERN,Transient non-community system,Ground water,Wheeler,BARTLETT,25,,,
NE3150578,FOXLEY CATTLE CO,Transient non-community system,Ground water,Deuel,-,25,,,
NE3121100,FREDRICKSON OIL CO,Transient non-community system,Ground water,Wayne,WAYNE,150,,,
NE3150207,FREMONT DRIVE-IN THEATER,Transient non-community system,Ground water,Dodge,FREMONT,25,,,
NE3120226,FREMONT LAKES,Transient non-community system,Ground water purchased,McPherson,TRYON,25,,,
NE3150191,FREMONT SRA - NG & PC,Transient non-community system,Ground water,Dodge,AMES,25,,,
NE3121436,FRESH FOODS,Transient non-community system,Ground water purchased,Scotts Bluff,GERING,25,,,
NE3121205,FUEL DEPOT,Transient non-community system,Ground water,Cass,SOUTH BEND,100,,,
NE3150698,FUEL MART EXPRESS,Transient non-community system,Ground water,York,WACO,31,,,
NE3121455,GAGE COUNTY EQUIPMENT INC,Transient non-community system,Ground water,Gage,BEATRICE,25,,,
NE3150183,GALLAGHER CANYON SRA - NG & PC,Transient non-community system,Ground water,Dawson,-,25,,,
NE3121329,GANDER INN,Transient non-community system,Ground water,Garden,LEWELLEN,26,,,
NE3150274,GARDEN CO DISTRICT 53,Transient non-community system,Ground water,Garden,LISCO,25,,,
NE3120260,GARDEN VIEW CHURCH,Transient non-community system,Ground water,Lancaster,LINCOLN,25,,,
NE3121349,GARFIELD CAMPGROUND,Transient non-community system,Ground water,Garfield,BURWELL,31,,,
NE3120570,GENE & JO'S IGA,Transient non-community system,Ground water purchased,Saunders,CERESCO,10,,,
NE3118031,GENE EPPLEY SALVATION ARMY CAMP,Transient non-community system,Ground water,Sarpy,OMAHA,25,,,
NE3120831,GENERAL STORE,Transient non-community system,Ground water,Grant,-,26,,,
NE3150112,GENERIC MOTEL,Transient non-community system,Ground water,Cheyenne,SIDNEY,25,,,
NE3150256,GENEVA IMPLEMENT COMPANY,Transient non-community system,Ground water,Fillmore,GENEVA,30,,,
NE3150288,GI FAT DOGS,Transient non-community system,Ground water,Hall,DONIPHAN,25,,,
NE3190003,GIBBON EASTBOUND REST AREA,Transient non-community system,Ground water,Buffalo,KEARNEY,25,,,
NE3150068,GIBBON EB REST AREA,Transient non-community system,Ground water,Colfax,-,25,,,
NE3120368,GIBBON VALLEY VIEW MUNICIPAL GOLF COURSE,Transient non-community system,Ground water,Buffalo,GIBBON,60,,,
NE3150638,GILBERT-BAKER WMA - NG & PC,Transient non-community system,Ground water,Sioux,CRAWFORD,25,,,
NE3120907,GINNS LAKERS NORTH SHORE,Transient non-community system,Ground water,Hitchcock,ENDERS,60,,,
NE3105524,GIRL SCOUTS SPIRIT OF NEBRASKA,Transient non-community system,Ground water,Sarpy,OMAHA,50,,,
NE3120104,GLAD TIDINGS BIBLE CAMP,Transient non-community system,Ground water,Knox,BLOOMFIELD,25,,,
NE3120906,GLENN CUNNINGHAM LAKE,Transient non-community system,Ground water,Douglas,OMAHA,300,,,
NE3120357,GLENWOOD CORNERS AMPRIDE,Transient non-community system,Ground water,Buffalo,KEARNEY,25,,,
NE3120420,GOEHNER I-80 SERVICE,Transient non-community system,Ground water,Seward,GOEHNER,25,,,
NE3150630,GOEHNER WB REST AREA,Transient non-community system,Ground water,Lancaster,-,25,,,
NE3190029,GOEHNER WESTBOUND REST AREA,Transient non-community system,Ground water,Seward,SEWARD,25,,,
NE3120749,GOLDEN ACRES,Transient non-community system,Ground water,Morrill,-,25,,,
NE3120143,GOLDEN GABLES,Transient non-community system,Ground water,York,-,25,,,
NE3150523,GOLDEN SPIKE BAR AND GRILL,Transient non-community system,Ground water,Pierce,-,25,,,
NE3120058,GOOD LIFE MARINA,Transient non-community system,Ground water,Hitchcock,TRENTON,103,,,
NE3120399,GOODTIMES,Transient non-community system,Ground water,Keith,LEWELLEN,25,,,
NE3120539,GOOSE LAKE WMA,Transient non-community system,Ground water,Rock,BASSETT,25,,,
NE3120222,GOTHENBURG BLUE HERON CAMPGROUND,Transient non-community system,Ground water,Dawson,GOTHENBURG,65,,,
NE3150391,GOULD,Transient non-community system,Ground water,Lancaster,-,25,,,
NE3120110,GRACE LUTHERAN CHURCH,Transient non-community system,Ground water,Lancaster,WALTON,25,,,
NE3150437,GRAMPYS PANCAKE HOUSE,Transient non-community system,Ground water,Lincoln,-,25,,,
NE3150322,GRAND ISLAND DODGE,Transient non-community system,Ground water,Hall,GRAND ISLAND,25,,,
NE3190016,GRAND ISLAND EASTBND REST AREA,Transient non-community system,Ground water,Hall,GRAND ISLAND,25,,,
NE3150304,GRAND ISLAND EB REST AREA,Transient non-community system,Ground water,Hall,-,25,,,
NE3120323,GRAND ISLAND KOA RV PARK,Transient non-community system,Ground water,Hamilton,DONIPHAN,200,,,
NE3150302,GRAND ISLAND WB REST AREA,Transient non-community system,Ground water,Hall,-,25,,,
NE3190014,GRAND ISLAND WESTBND REST AREA,Transient non-community system,Ground water,Hall,GRAND ISLAND,26,,,
NE3150053,GRANDPAS STEAKHOUSE,Transient non-community system,Ground water,Buffalo,KEARNEY,130,,,
NE3121144,GRANNYS,Transient non-community system,Ground water,Dakota,WILLIS,30,,,
NE3121074,GRAYBEALS FOODS,Transient non-community system,Ground water purchased,Cuming,WEST POINT,25,,,
NE3120045,GREAT PLAINS G.S.C. INC.,Transient non-community system,Ground water,Douglas,-,25,,,
NE3120672,GREEN GABLES RESTAURANT,Transient non-community system,Ground water,Antelope,ORCHARD,25,,,
NE3150090,GREENWOOD EB REST AREA,Transient non-community system,Ground water,Lancaster,-,25,,,
NE3190004,GREENWOOD SCALES EAST BOUND,Transient non-community system,Ground water,Cass,GREENWOOD,36,,,
NE3190005,GREENWOOD SCALES WEST BOUND,Transient non-community system,Ground water,Cass,GREENWOOD,36,,,
NE3150091,GREENWOOD WB REST AREA,Transient non-community system,Ground water,Lancaster,-,25,,,
NE3121456,GRETNA SPORTS COMPLEX,Transient non-community system,Ground water,Sarpy,GRETNA,300,,,
NE3150019,GROVE LAKE WMA - NG & PC,Transient non-community system,Ground water,Antelope,ROYAL,100,,,
NE3120513,GROVE TROUT REARING STATION  - NG & PC,Transient non-community system,Ground water,Dakota,ROYAL,25,,,
NE3150266,H AND R KORNER,Transient non-community system,Ground water,Gage,BARNESTON,25,,,
NE3120699,HABERMAN'S,Transient non-community system,Ground water,Cedar,SOUTH YANKTON,68,,,
NE3150581,HAKELS RESTAURANT AND TRUCK STOP,Transient non-community system,Ground water,Saunders,WESTON,25,,,
NE3120235,HALL COUNTY PARK,Transient non-community system,Ground water,Hall,GRAND ISLAND,30,,,
NE3121131,HAMILTON EQUIPMENT CO,Transient non-community system,Ground water,Lancaster,-,60,,,
NE3120463,HANSENS PHILLIPS 66 STORE,Transient non-community system,Ground water,York,YORK,25,,,
NE3150087,HAPPY CHEF RESTAURANT,Transient non-community system,Ground water,Cass,GREENWOOD,25,,,
NE3150371,HAPPY JACK'S C-STORE,Transient non-community system,Ground water,Keith,BRULE,109,,,
NE3120694,HARLAN RESERVIOR - HIGHPOINT,Transient non-community system,Surface water,Harlan,HARLAN RESERVOR,25,,,
NE3108308,HARLAN RESERVOIR (ADMINISTRATION AREA),Transient non-community system,Ground water,Harlan,REPUBLICAN CITY (RR NAME REPUB,100,,,
NE3120695,HARLAN RESERVOIR (HUNTERS COVE),Transient non-community system,Ground water,Harlan,REPUBLICAN CITY (RR NAME REPUB,100,,,
NE3120696,HARLAN RESERVOIR (METHODIST COVE),Transient non-community system,Ground water,Harlan,REPUBLICAN CITY (RR NAME REPUB,120,,,
NE3150325,HARRINGTON FEED YARDS,Transient non-community system,Ground water,Scotts Bluff,-,25,,,
NE3150222,HARTFORD SAND & GRAVEL,Transient non-community system,Ground water,Douglas,VALLEY,25,,,
NE3120187,HARVARD STATE AIRFIELD,Transient non-community system,Ground water,Clay,HARVARD,25,,,
NE3120199,HAVENS BALLROOM,Transient non-community system,Ground water,Merrick,CLARKS,25,,,
NE3150344,HAYES CENTER WMA,Transient non-community system,Ground water,Lincoln,NORTH PLATTE,25,,,
NE3121157,HEARTLAND PUBLIC SHOOTING PARK,Transient non-community system,Ground water,Hall,GRAND ISLAND,75,,,
NE3120241,HEARTWELL SCHOOL R-4,Transient non-community system,Ground water purchased,Kearney,HEARTWELL,25,,,
NE3120721,HENDERSON FUEL STOP INC,Transient non-community system,Ground water,York,HENDERSON,40,,,
NE3121111,HENDERSON HERITAGE & TOURISM,Transient non-community system,Ground water,York,HENDERSON,25,,,
NE3150533,HENKE MACHINE INC,Transient non-community system,Ground water,Platte,-,25,,,
NE3150469,HENKEL OIL CO,Transient non-community system,Ground water,Madison,-,25,,,
NE3121206,HERON BAY,Transient non-community system,Ground water,Sarpy,-,30,,,
NE3150086,HI-VU CAFE,Transient non-community system,Ground water,Cass,WEEPING WATER,25,,,
NE3150178,HI-WAY 47 CLUB,Transient non-community system,Ground water,Dawson,GOTHENBURG,25,,,
NE3150270,HIDDEN ACRES GOLF COURSE,Transient non-community system,Ground water,Gage,BEATRICE,30,,,
NE3150043,HIDDEN PARADISE MOTEL,Transient non-community system,Ground water,Brown,LONG PINE,64,,,
NE3120821,HIDEAWAY ACRES,Transient non-community system,Surface water purchased,Knox,CROFTON,45,,,
NE3121284,HIGHWAY 81 RV PARK,Transient non-community system,Ground water,Platte,COLUMBUS,24,,,
NE3121195,HILLBILLIES BAR & GRILL,Transient non-community system,Ground water,Howard,CUSHING,50,,,
NE3150417,HILLCREST COUNTRY CLUB,Transient non-community system,Ground water,Lancaster,LINCOLN,25,,,
NE3120124,HILLSIDE CAFE,Transient non-community system,Ground water,Sarpy,BELLEVUE,25,,,
NE3121444,HILLSIDE EVENTS,Transient non-community system,Ground water,Lancaster,DENTON,300,,,
NE3150561,HILLSIDE MOTEL CAFE,Transient non-community system,Ground water,Sarpy,-,25,,,
NE3150588,HILLTOP COUNTRY CLUB,Transient non-community system,Ground water,Saunders,WAHOO,65,,,
NE3110105,HILLTOP HIDEAWAY,Transient non-community system,Ground water,Keith,LEMOYNE,33,,,
NE3120506,HINKY DINKY,Transient non-community system,Ground water purchased,Phelps,HOLDREGE,25,,,
NE3120585,HINKY DINKY (FALLS CITY),Transient non-community system,Ground water purchased,Richardson,FALLS CITY,25,,,
NE3120530,HINKY DINKY (FREMONT),Transient non-community system,Ground water purchased,Dodge,JUNIATA,25,,,
NE3120655,HODGES,Transient non-community system,Ground water,Thomas,THOMAS COUNTY,200,,,
NE3120806,"HOGELAND MARKET, INC (ALMA)",Transient non-community system,Ground water,Harlan,-,25,,,
NE3120627,HOGELAND'S MARKET,Transient non-community system,Ground water purchased,Harlan,-,25,,,
NE3150460,HOLE IN THE WALL,Transient non-community system,Ground water,Loup,-,25,,,
NE3150448,HOLIDAY PARK,Transient non-community system,Ground water,Lincoln,NORTH PLATTE,135,,,
NE3121170,HOLLING HOUSE NLOM,Transient non-community system,Ground water,Cass,ASHLAND,120,,,
NE3120362,HOLMES FREIGHT LINES,Transient non-community system,Ground water,Hall,GRAND ISLAND,25,,,
NE3120810,HOLT COUNTY MEDICAL CLINIC,Transient non-community system,Ground water,Holt,-,25,,,
NE3121461,HOLY FAMILY SHRINE,Transient non-community system,Ground water,Sarpy,GRETNA,90,,,
NE3120891,HOMESTEAD KNOLLS SPORTS CENTER,Transient non-community system,Ground water,Garfield,BURWELL,25,,,
NE3121114,HOMESTEAD LAKE RECREATION AREA,Transient non-community system,Ground water,Butler,BRUNO,25,,,
NE3150271,HOMESTEAD NATIONAL MONUMENT,Transient non-community system,Ground water,Gage,BEATRICE,200,,,
NE3150165,HOMSTEAD RESTAURANT,Transient non-community system,Ground water,Dawson,GOTHENBURG,25,,,
NE3150666,HOPALONG BAR,Transient non-community system,Ground water,Thayer,GILEAD,25,,,
NE3121305,HOPE COMMUNITY CHURCH,Transient non-community system,Ground water,Lancaster,LINCOLN,200,,,
NE3150499,HORD LAKE SRA,Transient non-community system,Ground water,Merrick,CENTRAL CITY,25,,,
NE3121049,HORSESHOE BEND LAKE & CAMPING,Transient non-community system,Ground water,Seward,SEWARD,26,,,
NE3120316,HORSESHOE TAVERN,Transient non-community system,Ground water,Kearney,HEARTWELL,35,,,
NE3120142,HOSKINS PUBLIC SCHOOL DIST. 9,Transient non-community system,Ground water,Wayne,-,25,,,
NE3120119,HOWARD JOHNSON RESTAURANT,Transient non-community system,Ground water,Lincoln,-,25,,,
NE3121058,HUDSON-MENG BISON BONEBED,Transient non-community system,Ground water,Sioux,-,50,,,
NE3120932,HUSKER MARINE SPORT SHOP LLC,Transient non-community system,Ground water,Garfield,BURWELL,50,,,
NE3150446,HUSKY TRUCK STOP,Transient non-community system,Ground water,Lincoln,-,25,,,
NE3150713,HY MARK INC,Transient non-community system,Ground water,York,YORK,25,,,
NE3121321,HY VEE,Transient non-community system,Surface water purchased,Douglas,OMAHA,25,,,
NE3120615,HY VEE # 1467,Transient non-community system,Ground water purchased,Douglas,OMAHA,25,,,
NE3120591,HY VEE #1467- OMAHA,Transient non-community system,Ground water purchased,Douglas,OMAHA,25,,,
NE3120561,HY VEE #1468-OMAHA,Transient non-community system,Ground water purchased,Douglas,OMAHA,25,,,
NE3120592,HY VEE #1535 (OMAHA),Transient non-community system,Ground water purchased,Douglas,OMAHA,25,,,
NE3120536,HY VEE - COLUMBUS,Transient non-community system,Ground water purchased,Platte,COLUMBUS,25,,,
NE3121340,HY VEE - GRAND ISLAND,Transient non-community system,Ground water purchased,Hall,GRAND ISLAND,26,,,
