PWS ID,PWS Name,PWS Type Ascending,Primary Source,Counties Served,Cities Served,Population Served Count,Number of Facilities,Number of Violations,Number of Site Visits
IN5217003,BUTLER WATER DEPARTMENT,Community water system,Ground water,DeKalb,BUTLER,"2,684",,,
IN5230010,CADE APARTMENTS,Community water system,Ground water,Hancock,NEW PALESTINE,50,,,
IN5289002,CAMBRIDGE CITY MUNICIPAL WATER WORKS,Community water system,Ground water,Wayne,CAMBRIDGE CITY,"1,900",,,
IN5208001,CAMDEN WATER UTILITY,Community water system,Ground water,Carroll,CAMDEN,611,,,
IN5241015,CAMP ATTERBURY,Community water system,Ground water purchased,Johnson,EDINBURG,"5,300",,,
IN5246030,CAMP SUMMIT,Community water system,Ground water,LaPorte,LA PORTE,120,,,
IN5288001,CAMPBELLSBURG WATER WORKS,Community water system,Ground water,Washington,CAMPBELLSBURG,900,,,
IN5239001,CANAAN UTILITIES,Community water system,Ground water purchased,Jefferson,CANAAN,"4,428",,,
IN5279004,CANDLELIGHT DEVELOPMENT CORP.,Community water system,Ground water purchased,Tippecanoe,WEST LAFAYETTE,200,,,
IN5262002,CANNELTON UTILITIES,Community water system,Ground water,Perry,CANNELTON,"1,782",,,
IN5279005,CAPILANO HIGHLANDS SUBD,Community water system,Ground water,Tippecanoe,-,115,,,
IN5211002,CARBON WATER CORPORATION,Community water system,Ground water purchased,Clay,CARBON,"1,053",,,
IN5248023,CAREFREE HOMES INC. (MOBILE HOME PARK),Community water system,Ground water,Madison,PENDLETON,350,,,
IN5277001,CARLISLE WATER DEPARTMENT,Community water system,Ground water,Sullivan,CARLISLE,"3,270",,,
IN5229024,CARMEL CLAY WATER,Community water system,Surface water purchased,Hamilton,CARMEL,"1,001",,,
IN5229004,CARMEL WATER DEPARTMENT,Community water system,Groundwater under influence of surface water,Hamilton,CARMEL,"84,480",,,
IN5285019,CARRIAGE HOUSE ESTATES,Community water system,Ground water,Wabash,WABASH,25,,,
IN5276003,CARRIAGE LIGHT MHP - LOTS 39-58,Community water system,Ground water,Steuben,ANGOLA,56,,,
IN5270001,CARTHAGE WATER DEPARTMENT,Community water system,Ground water,Rush,CARTHAGE,"1,000",,,
IN5232003,CASA LOMA MHP,Community water system,Ground water,Marion,GREENFIELD,95,,,
IN5235003,CASTLE HILL MOBILE HOME PARK,Community water system,Ground water,Huntington,ROANOKE,300,,,
IN5260002,CATARACT LAKE WATER CORPORATION,Community water system,Ground water,Owen,POLAND,"3,000",,,
IN5283002,CAYUGA WATER DEPARTMENT,Community water system,Ground water,Vermillion,CAYUGA,"1,162",,,
IN5252022,CEDAR CREEK MOBILE HOME PARK,Community water system,Ground water,Miami,PERU,150,,,
IN5202035,"CEDAR CREEK RETIREMENT HOME, INC.",Community water system,Ground water,Allen,-,82,,,
IN5245050,CEDAR GARDENS MHP,Community water system,Ground water,Lake,CEDAR LAKE,34,,,
IN5245067,CEDAR LAKE - ROBINS NEST,Community water system,Ground water,Lake,SCHERERVILLE,750,,,
IN5245055,CEDAR LAKE BIBLE CONFERENCE GROUNDS,Community water system,Ground water,Lake,CEDAR LAKE,150,,,
IN5245005,CEDAR LAKE MOBILE HOME PARK,Community water system,Ground water,Lake,CEDAR LAKE,200,,,
IN5245047,CEDAR LAKE WATER WORKS,Community water system,Ground water,Lake,CEDAR LAKE,"3,028",,,
IN5245065,CEDAR SPRINGS APARTMENT,Community water system,Ground water,Lake,CEDAR LAKE,60,,,
IN5211003,CENTER POINT WATER WORKS,Community water system,Ground water purchased,Clay,CENTER POINT,297,,,
IN5289003,CENTERVILLE WATER WORKS,Community water system,Ground water,Wayne,CENTERVILLE,"2,533",,,
IN5257023,CHAIN O LAKES CORRECTIONAL FACILITY,Community water system,Ground water,Noble,ALBION,186,,,
IN5291003,CHALMERS WATER WORKS,Community water system,Ground water,White,CHALMERS,550,,,
IN5287002,CHANDLER WATER WORKS DEPARTMENT,Community water system,Ground water,Warrick,NEWBURGH,"17,500",,,
IN5243054,CHAPMAN LAKE MOBILE HOME PARK,Community water system,Ground water,Kosciusko,-,36,,,
IN5245006,CHAR EL MOBILE HOME PARK LLC,Community water system,Ground water,Lake,-,69,,,
IN5210003,CHARLESTOWN WATER DEPARTMENT,Community water system,Ground water,Clark,CHARLESTOWN,"6,750",,,
IN5210018,CHARLESTOWN/RIVER RIDGE,Community water system,Ground water,Clark,CHARLESTOWN,"6,025",,,
IN5248004,CHESTERFIELD WATER DEPARTMENT,Community water system,Ground water,Madison,CHESTERFIELD,"2,800",,,
IN5264004,CHESTERTON UTILITIES,Community water system,Ground water,Porter,-,"8,490",,,
IN5245062,CHICAGOLAND CHRISTIAN VILLAGE,Community water system,Ground water,Lake,CROWN POINT,200,,,
IN5274001,CHRISNEY WATER DEPARTMENT,Community water system,Surface water purchased,Spencer,CHRISNEY,813,,,
IN5252004,CHRISTI ANN MHP,Community water system,Ground water,Miami,-,27,,,
IN5237014,CHRISTIAN HAVEN HOMES - MOE,Community water system,Ground water,Jasper,WHEATFIELD,36,,,
IN5292003,CHURUBUSCO WATER DEPARTMENT,Community water system,Ground water,Whitley,CHURUBUSCO,"1,803",,,
IN5229005,CICERO WATER DEPARTMENT,Community water system,Ground water,Hamilton,CICERO,"4,812",,,
IN5257027,CIRCLE G RENTALS,Community water system,Ground water,Noble,-,29,,,
IN5284032,"CIRCLE H, INC.",Community water system,Ground water,Vigo,-,63,,,
IN5252005,CIRCLE INN COURT,Community water system,Ground water,Miami,PERU,40,,,
IN5249004,CITIZENS WATER - INDIANAPOLIS,Community water system,Surface water,Marion,INDIANAPOLIS,"809,778",,,
IN5255019,CITIZENS WATER - MORGAN,Community water system,Ground water purchased,Morgan,MARTINSVILLE,"4,571",,,
IN5232021,CITIZENS WATER - PLAINFIELD,Community water system,Ground water purchased,Hendricks,PLAINFIELD,"4,652",,,
IN5229009,"CITIZENS WATER OF WESTFIELD, LLC",Community water system,Ground water,Hamilton,CARMEL,"24,107",,,
IN5253002,CITY OF BLOOMINGTON UTILITIES,Community water system,Surface water,Monroe,BLOOMINGTON,"63,580",,,
IN5283013,CITY OF GEORGETOWN (ILLINOIS),Community water system,Ground water,Vermillion,CAYUGA,36,,,
IN5215003,CITY OF GREENDALE UTILITIES,Community water system,Ground water,Dearborn,LAWRENCEBURG,"4,750",,,
IN5249005,CITY OF LAWRENCE UTILITIES,Community water system,Ground water,Marion,LAWRENCE,"46,100",,,
IN5202026,CITY OF WOODBURN,Community water system,Ground water,Allen,WOODBURN,350,,,
IN5279006,CLARKS HILL WATER WORKS,Community water system,Ground water,Tippecanoe,CLARKS HILL,660,,,
IN5211004,CLAY CITY WATER WORKS,Community water system,Ground water,Clay,CLAY CITY,"1,001",,,
IN5243002,CLAYPOOL WATER WORKS,Community water system,Ground water,Kosciusko,CLAYPOOL,465,,,
IN5291006,CLEARVIEW RESORT,Community water system,Ground water,White,MONTICELLO,25,,,
IN5271012,CLEARWATER VILLAGE MOBILE HOME PARK,Community water system,Ground water,St. Joseph,SOUTH BEND,400,,,
IN5283003,CLINTON TOWNSHIP WATER COMPANY,Community water system,Ground water,Vermillion,CLINTON,"2,250",,,
IN5283004,CLINTON WATER UTILITY,Community water system,Ground water,Vermillion,CLINTON,"4,953",,,
IN5267003,CLOVERDALE WATER WORKS,Community water system,Ground water,Putnam,CLOVERDALE,"2,200",,,
IN5265003,CNTRY LIVING MOBILE MANO,Community water system,Ground water,Posey,-,45,,,
IN5276033,COACHLIGHT MOBILE HOME COURT - LOTS 1-18,Community water system,Ground water,Steuben,ANGOLA,48,,,
IN5271023,COBUS GREEN MHP,Community water system,Ground water,St. Joseph,-,250,,,
IN5220037,COBUS GREEN MOBILE HOME PARK,Community water system,Ground water,Elkhart,OSCEOLA,"1,042",,,
IN5212001,COLFAX WATER COMPANY,Community water system,Ground water,Clinton,COLFAX,673,,,
IN5211005,COLLINS MHP-INACTIVE,Community water system,Ground water,Clay,JEFFERSONVILLE,25,,,
IN5246005,COLONIAL MOBILE COURT,Community water system,Ground water,LaPorte,MICHIGAN CITY,97,,,
IN5245007,COLONIAL MOBILE HOME PARK,Community water system,Ground water,Lake,-,90,,,
IN5292004,COLUMBIA CITY WATER DEPARTMENT,Community water system,Ground water,Whitley,COLUMBIA CITY,"9,770",,,
IN5203002,COLUMBUS MUNICIPAL UTILITY,Community water system,Ground water,Bartholomew,COLUMBUS,"35,575",,,
IN5232008,COMMUNITY HEALTHCARE,Community water system,Ground water,Hendricks,GREENFIELD,99,,,
IN5221001,CONNERSVILLE UTILITIES,Community water system,Ground water,Fayette,CONNERSVILLE,"13,480",,,
IN5249007,CONTINENTAL PENNWOOD M.H,Community water system,Ground water,Marion,LAPORTE,390,,,
IN5252006,CONVERSE WATER WORKS,Community water system,Ground water,Miami,CONVERSE,"1,137",,,
IN5207004,CORDRY SWEETWATER CONSERVANCY DISTRICT,Community water system,Ground water purchased,Brown,NINEVEH,"3,390",,,
IN5252020,CORRELLS MOBILE HOME PARK,Community water system,Ground water,Miami,PERU,25,,,
IN5217008,CORUNNA WATER UTILITY,Community water system,Ground water,DeKalb,CORUNNA,250,,,
IN5231001,CORYDON WATER WORKS,Community water system,Ground water,Harrison,CORYDON,"5,716",,,
IN5254002,COTTONWOOD LANE MHP,Community water system,Ground water,Montgomery,BLOOMINGTON,240,,,
IN5201023,COUNTRY ACRES ASSOCIATION,Community water system,Ground water,Adams,DECATUR,85,,,
IN5218003,COUNTRY ACRES MOBILE HOME PARK,Community water system,Ground water,Delaware,MUNCIE,150,,,
IN5284028,COUNTRY AIRES MHP,Community water system,Ground water,Vigo,TERRE HAUTE,25,,,
IN5279007,COUNTRY CHARM UTILITY CO,Community water system,Ground water,Tippecanoe,ORLAND,140,,,
IN5202038,COUNTRY COURT ESTATES,Community water system,Ground water,-,-,464,,,
IN5202003,COUNTRY COURT ESTATES,Community water system,Ground water,Allen,FORT WAYNE,348,,,
IN5212002,COUNTRY ESTATES MOBILE HOME PARK,Community water system,Ground water,Clinton,FRANKFORT,90,,,
IN5255017,COUNTRY MANOR ESTATES,Community water system,Ground water purchased,Morgan,MOORESVILLE,752,,,
IN5220031,COUNTRY MEADOWS MOBILE HOME PARK,Community water system,Ground water,Elkhart,SYRACUSE,55,,,
IN5280002,COUNTRY PARADISE MOBILE HOME PARK,Community water system,Ground water,Tipton,-,80,,,
IN5237001,COUNTRY PLACE APARTMENTS - DEMOTTE,Community water system,Ground water,Jasper,DEMOTTE,25,,,
IN5289001,"COUNTRY RETREAT MHC, LLC",Community water system,Ground water,Wayne,FOUNTAIN CITY,40,,,
IN5284034,COUNTRY SIDE PLACE MHP,Community water system,Ground water,Vigo,-,25,,,
IN5292008,COUNTRY SQUARE ESTATES,Community water system,Ground water,Whitley,MONTICELLO,25,,,
IN5218025,COUNTRY SQUIRE ESTATES WEST,Community water system,Ground water,Delaware,MUNCIE,35,,,
IN5218004,"COUNTRY SQUIRE MOBILE HOME PARK, INC.",Community water system,Ground water,Delaware,DALEVILLE,43,,,
IN5254019,COUNTRY VIEW ESTATES,Community water system,Ground water,Montgomery,CRAWFORDSVILLE,30,,,
IN5232012,COUNTRY VILLAGE APARTMENTS,Community water system,Ground water,Hendricks,CLAYTON,36,,,
IN5205008,COUNTRY WATER CORPORATION,Community water system,Ground water,Blackford,-,40,,,
IN5273005,COUNTRYSIDE ESTATE MOBILE HOME PARK,Community water system,Ground water,Shelby,SHELBYVILLE,328,,,
IN5218026,COUNTRYSIDE HEALTH CARE,Community water system,Ground water,Delaware,MUNCIE,65,,,
IN5268001,COUNTRYSIDE MHP-T.CASH,Community water system,Ground water,Randolph,-,50,,,
IN5248024,COUNTRYSIDE VILLAGE NORTH MHP,Community water system,Ground water,Madison,ANDERSON,90,,,
IN5218011,COUNTRYVIEW FARMS,Community water system,Ground water,Delaware,MUNCIE,325,,,
IN5227003,COUNTY LINE MOBILE HOME PARK,Community water system,Ground water,Grant,FAIRMOUNT,80,,,
IN5276043,COVES OF LAKE JAMES,Community water system,Ground water,Steuben,-,25,,,
IN5223002,COVINGTON WATER DEPARTMENT,Community water system,Ground water,Fountain,COVINGTON,"2,645",,,
IN5292013,COZY CHARM MOBILE HOME PARK,Community water system,Ground water,-,-,38,,,
IN5251002,CRANE WATER WORKS,Community water system,Ground water purchased,Martin,CRANE,329,,,
IN5213001,"CRAWFORD COUNTY WATER COMPANY, INC.",Community water system,Ground water purchased,Crawford,LEAVENWORTH,"2,538",,,
IN5206010,CRAWFORD MANOR,Community water system,Ground water,Marion,WOODBURN,100,,,
IN5250007,CREEKSIDE MANOR MHP,Community water system,Ground water,Marshall,PLYMOUTH,73,,,
IN5273004,CREEKSIDE MOBILE HOME PARK,Community water system,Ground water,Shelby,FAIRLAND,75,,,
IN5209011,CRESCENT HILLS MOBILE HOME PARK,Community water system,Ground water,Cass,LOGANSPORT,127,,,
IN5216001,CRESWOOD MOBILE HOME RES,Community water system,Ground water,Decatur,GREENSBURG,170,,,
IN5257004,CROMWELL WATER WORKS,Community water system,Ground water,Noble,CROMWELL,550,,,
IN5245014,CROSSINGS MOBILE HOME PARK,Community water system,Ground water,Lake,MERRILLVILLE,100,,,
IN5236001,CROTHERSVILLE UTILITIES,Community water system,Ground water,Jackson,CROTHERSVILLE,"1,875",,,
IN5245008,CROWN POINT WATER WORKS,Community water system,Surface water purchased,Lake,CROWN POINT,"30,000",,,
